loan_id,loan_type,borrower_segment,sector,bureau_score,loan_amount,tenure_months,interest_rate,emi_to_income_ratio,collateral_coverage_ratio,utilization_ratio,dpd_last_3m,dpd_last_12m_max,num_restructures,existing_npa_flag,sector_stress_index,gst_filing_delay_days,turnover_decline_pct_yoy,vintage_months,news_headline_text,news_sentiment_score,txn_narration_sample,gst_remark_text,true_pd_12m,default_12m
L102163,Retail-Auto,Self-Employed,Agriculture,658.0,77318.0,117,6.0,0.319,0.805,0.641,1,2,0,0,0.554,1.0,-7.14,31,renews existing supplier agreements,0.252,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0684,0
L102164,Corporate,Corporate-Entity,Hospitality,644.0,689375.0,50,11.12,0.321,0.66,0.587,0,4,0,0,0.537,3.4,-5.33,90,files regular GST returns on schedule,-0.242,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.3352,1
L102165,Retail-Home,Salaried,Services,795.0,437665.0,168,10.73,0.394,0.797,0.192,2,4,1,0,0.154,13.1,6.66,114,renews existing supplier agreements,0.008,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0599,0
L102166,Agri,Agri-Borrower,Healthcare,575.0,332938.0,147,14.69,0.267,1.158,0.582,5,6,2,0,0.367,1.0,-6.19,179,renews existing supplier agreements,0.007,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.5459,1
L102167,Retail-Auto,Self-Employed,IT/ITES,639.0,1693770.0,85,7.75,0.645,0.745,0.334,1,3,0,0,0.601,13.7,-14.14,87,flags working capital stress in latest filing,-0.409,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.334,0
L102168,Retail-Home,Salaried,Manufacturing,758.0,726216.0,142,13.07,0.206,1.133,0.905,1,4,0,0,0.364,4.7,2.9,77,upgraded by rating agency on strong fundamentals,0.395,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0395,0
L102169,MSME,Business-Owner,Agriculture,569.0,506454.0,65,12.71,0.566,0.868,0.7,7,9,0,0,0.565,5.5,-4.0,164,reports order book decline for third straight quarter,-0.62,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.4633,0
L102170,Retail-Auto,Self-Employed,Trading,840.0,529809.0,179,12.47,0.164,1.307,0.617,0,3,0,0,0.501,0.4,15.88,34,continues routine operations this quarter,-0.059,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0199,0
L102171,Retail-Home,Salaried,Healthcare,660.0,1126557.0,147,14.63,0.31,1.225,0.56,0,3,0,0,0.156,0.5,-7.54,67,renews existing supplier agreements,-0.097,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0456,0
L102172,MSME,Business-Owner,Agriculture,759.0,207211.0,161,11.43,0.397,0.815,0.313,1,7,0,0,0.273,0.9,18.91,11,files regular GST returns on schedule,0.264,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0177,0
L102173,Retail-Personal,Salaried,Construction,759.0,168007.0,152,11.66,0.21,0.628,0.346,1,6,0,0,0.56,0.2,15.04,179,secures fresh equity investment round,0.623,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0186,0
L102174,Retail-Home,Salaried,Manufacturing,666.0,341961.0,203,12.85,0.2,1.094,1.028,0,5,0,0,0.65,3.1,-14.66,74,continues routine operations this quarter,0.019,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.4012,0
L102175,MSME,Business-Owner,Trading,637.0,121088.0,197,11.19,0.308,0.69,0.326,2,3,0,0,0.073,0.5,-14.14,72,reports order book decline for third straight quarter,-0.478,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.2124,0
L102176,Retail-Auto,Self-Employed,Healthcare,676.0,420853.0,74,7.44,0.484,0.273,0.554,0,3,0,0,0.403,0.6,12.64,114,files regular GST returns on schedule,0.125,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0792,1
L102177,Corporate,Corporate-Entity,Real Estate,744.0,492203.0,106,10.27,0.362,1.194,0.575,3,5,0,0,0.218,1.5,-0.7,176,sees promoter stake pledge increase sharply,-0.564,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1555,1
L102178,Retail-Home,Salaried,Services,591.0,410166.0,136,10.72,0.634,0.655,0.55,8,12,0,0,0.253,11.2,21.24,53,renews existing supplier agreements,0.041,MINIMUM BALANCE PENALTY,FILED ON TIME - NO DISCREPANCY,0.3394,0
L102179,Agri,Agri-Borrower,Real Estate,572.0,297283.0,186,9.81,0.435,0.072,0.595,8,10,1,0,0.378,16.4,-13.75,106,renews existing supplier agreements,-0.018,LOAN RESTRUCTURE REQUEST,FILED ON TIME - NO DISCREPANCY,0.894,0
L102180,Corporate,Corporate-Entity,Textiles,814.0,2725906.0,21,10.55,0.281,0.869,1.017,2,5,0,0,0.307,4.5,11.89,13,continues routine operations this quarter,-0.132,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0415,0
L102181,Agri,Agri-Borrower,Construction,614.0,1245101.0,221,12.04,0.05,1.274,0.586,6,10,0,0,0.202,2.5,-5.08,92,renews existing supplier agreements,-0.151,PENALTY CHARGE LATE EMI,FILED ON TIME - NO DISCREPANCY,0.2093,0
L102182,Corporate,Corporate-Entity,Agriculture,712.0,397578.0,83,10.68,0.117,0.664,0.674,2,8,0,0,0.871,5.9,-1.51,81,reports order book decline for third straight quarter,-0.62,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.2388,0
L102183,Retail-Personal,Salaried,IT/ITES,662.0,490083.0,109,14.06,0.31,0.761,0.474,0,3,0,0,0.293,1.1,29.38,153,faces liquidity crunch amid delayed receivables,-0.709,OD LIMIT BREACH,FILED ON TIME - NO DISCREPANCY,0.6643,0
L102184,MSME,Business-Owner,Hospitality,666.0,2010671.0,72,14.11,0.115,1.099,0.501,2,3,0,0,0.516,6.1,8.12,63,upgraded by rating agency on strong fundamentals,0.1,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0682,0
L102185,Retail-Personal,Salaried,Agriculture,809.0,232580.0,135,6.0,0.321,0.718,0.667,2,4,0,0,0.405,0.5,6.13,135,under scrutiny after key client contract termination,-0.381,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0388,0
L102186,Corporate,Corporate-Entity,Construction,672.0,152946.0,74,7.2,0.383,0.858,0.901,3,4,0,0,0.689,9.8,4.73,30,files regular GST returns on schedule,-0.132,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0627,0
L102187,MSME,Business-Owner,Healthcare,648.0,567835.0,219,6.0,0.306,1.258,0.872,0,3,0,0,0.374,1.7,-0.3,139,expands operations with new manufacturing unit,0.77,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0155,0
L102188,Retail-Home,Salaried,Textiles,656.0,697527.0,84,10.68,0.309,1.171,0.0,0,1,1,0,0.147,2.9,2.35,153,expands operations with new manufacturing unit,0.477,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0183,0
L102189,Agri,Agri-Borrower,Construction,635.0,757180.0,80,10.49,0.644,0.99,0.13,1,1,0,0,0.567,0.8,-22.33,98,flags working capital stress in latest filing,-0.893,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.5303,1
L102190,Retail-Personal,Salaried,Agriculture,620.0,1099708.0,16,11.95,0.36,0.233,1.069,3,7,0,0,0.569,2.8,4.26,122,expands operations with new manufacturing unit,0.824,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1987,0
L102191,MSME,Business-Owner,Textiles,635.0,197633.0,176,14.03,0.329,1.134,0.417,3,7,0,0,0.75,4.1,4.74,98,continues routine operations this quarter,0.046,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.2049,0
L102192,MSME,Business-Owner,Trading,830.0,93968.0,220,11.37,0.201,0.742,0.454,3,5,0,0,0.256,21.4,23.7,54,continues routine operations this quarter,-0.275,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.089,0
L102193,Retail-Personal,Salaried,Manufacturing,744.0,232577.0,143,9.69,0.35,1.096,0.405,1,8,0,0,0.413,3.9,4.79,108,continues routine operations this quarter,0.201,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0369,0
L102194,MSME,Business-Owner,IT/ITES,649.0,839050.0,219,11.49,0.278,0.293,0.224,1,3,0,0,0.329,4.5,-0.88,178,continues routine operations this quarter,-0.3,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.2063,0
L102195,Corporate,Corporate-Entity,Trading,768.0,160478.0,106,10.02,0.62,1.275,0.357,1,4,0,0,0.231,12.6,9.06,77,secures fresh equity investment round,0.396,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.0756,0
L102196,Retail-Personal,Salaried,Textiles,537.0,52722.0,170,7.07,0.435,0.564,0.414,8,10,2,0,0.401,8.7,15.77,112,continues routine operations this quarter,0.178,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.7734,1
L102197,MSME,Business-Owner,Healthcare,804.0,518501.0,209,14.37,0.563,1.072,0.425,1,4,0,0,0.445,2.6,-4.46,37,reports record quarterly revenue growth,0.683,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0193,0
L102198,Retail-Home,Salaried,Services,797.0,237093.0,180,12.77,0.381,1.273,0.305,1,8,0,0,0.1,13.6,-7.97,65,files regular GST returns on schedule,-0.3,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0551,0
L102199,MSME,Business-Owner,Construction,881.0,66185.0,47,15.85,0.537,1.056,0.779,2,3,0,0,0.55,1.8,4.06,58,files regular GST returns on schedule,0.086,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0343,0
L102200,Retail-Personal,Salaried,Hospitality,771.0,480170.0,233,7.79,0.2,1.054,0.527,0,1,1,0,0.487,1.6,-4.55,63,files regular GST returns on schedule,-0.096,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0907,1
L102201,Agri,Agri-Borrower,Manufacturing,719.0,289265.0,20,6.66,0.387,0.935,0.587,0,5,0,0,0.089,1.2,4.94,88,files regular GST returns on schedule,0.193,EMI AUTO DEBIT SUCCESS,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0295,0
L102202,Agri,Agri-Borrower,Healthcare,796.0,2795666.0,38,8.69,0.22,0.412,0.573,3,4,0,0,0.398,2.4,-9.15,77,secures fresh equity investment round,0.34,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0247,0
L102203,Retail-Personal,Salaried,Trading,624.0,487833.0,59,12.7,0.284,1.43,0.419,1,2,0,0,0.196,1.6,4.79,56,sees promoter stake pledge increase sharply,-0.6,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.3498,0
L102204,Retail-Home,Salaried,Hospitality,644.0,842975.0,176,14.08,0.356,1.338,0.373,2,6,0,0,0.328,9.3,5.19,138,continues routine operations this quarter,-0.109,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0388,0
L102205,MSME,Business-Owner,Agriculture,674.0,434107.0,211,12.36,0.206,0.747,0.179,2,4,0,0,0.407,1.8,-6.25,100,renews existing supplier agreements,0.187,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0751,0
L102206,MSME,Business-Owner,Manufacturing,803.0,229284.0,135,11.93,0.131,0.0,0.731,3,7,0,0,0.109,1.4,-6.08,171,files regular GST returns on schedule,-0.069,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.093,0
L102207,Retail-Auto,Self-Employed,Healthcare,603.0,258752.0,90,14.06,0.498,1.303,0.513,5,6,0,0,0.453,10.2,-4.84,151,continues routine operations this quarter,0.213,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.1708,0
L102208,Retail-Personal,Salaried,Trading,593.0,1452875.0,116,10.12,0.098,0.172,0.857,7,11,1,0,0.086,1.0,-16.7,170,renews existing supplier agreements,0.097,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2143,0
L102209,Retail-Personal,Salaried,Construction,701.0,1007082.0,167,14.67,0.604,1.113,0.644,3,6,0,0,0.197,4.4,-12.06,144,renews existing supplier agreements,-0.127,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1121,0
L102210,Agri,Agri-Borrower,Textiles,745.0,86035.0,61,17.46,0.228,0.609,0.945,2,4,1,0,0.186,7.7,12.92,98,renews existing supplier agreements,-0.087,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.2138,0
L102211,Retail-Auto,Self-Employed,Healthcare,617.0,112031.0,64,8.31,0.435,1.092,0.454,1,3,0,0,0.402,0.4,-2.03,101,files regular GST returns on schedule,0.267,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0469,0
L102212,Corporate,Corporate-Entity,Agriculture,740.0,119088.0,78,10.74,0.444,0.497,0.307,1,4,0,0,0.166,0.9,-3.69,66,wins large government infrastructure contract,0.941,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0103,0
L102213,Retail-Auto,Self-Employed,Real Estate,803.0,1419918.0,123,7.33,0.184,0.902,1.015,2,3,0,0,0.461,0.9,-19.09,120,files regular GST returns on schedule,-0.136,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0087,0
L102214,Agri,Agri-Borrower,Agriculture,788.0,65873.0,179,8.6,0.419,0.217,0.838,1,5,0,0,0.784,5.3,-5.13,165,reports order book decline for third straight quarter,-0.394,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.2422,0
L102215,Retail-Personal,Salaried,Construction,712.0,1050878.0,131,12.68,0.376,0.906,0.085,1,4,0,0,0.424,0.0,5.84,82,reports record quarterly revenue growth,1.0,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0048,0
L102216,Retail-Personal,Salaried,Construction,672.0,685698.0,33,6.44,0.445,0.898,0.665,1,3,0,0,0.409,6.1,17.56,119,renews existing supplier agreements,-0.153,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0372,0
L102217,Agri,Agri-Borrower,Real Estate,836.0,519953.0,67,9.16,0.531,1.187,0.727,0,0,0,0,0.606,3.2,4.38,178,flags working capital stress in latest filing,-0.36,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0744,0
L102218,Agri,Agri-Borrower,IT/ITES,681.0,262947.0,22,14.66,0.472,0.709,0.494,0,1,1,0,0.299,0.2,-23.09,108,reports order book decline for third straight quarter,-0.764,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.4744,0
L102219,Retail-Home,Salaried,Trading,765.0,1635532.0,100,12.17,0.22,1.013,0.229,3,4,0,0,0.498,2.7,17.46,137,renews existing supplier agreements,-0.016,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1502,1
L102220,Retail-Home,Salaried,Healthcare,856.0,501227.0,127,13.8,0.33,0.741,0.504,0,5,0,0,0.685,2.5,17.36,42,faces liquidity crunch amid delayed receivables,-0.344,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.0412,0
L102221,Retail-Auto,Self-Employed,Agriculture,755.0,90343.0,71,7.62,0.226,1.081,0.598,0,2,1,0,0.364,0.4,-4.96,173,wins large government infrastructure contract,0.601,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0224,0
L102222,Retail-Auto,Self-Employed,Construction,590.0,116721.0,22,11.7,0.264,1.056,0.374,3,7,0,0,0.246,4.2,14.7,17,sees promoter stake pledge increase sharply,-0.553,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.5393,0
L102223,Retail-Personal,Salaried,Manufacturing,568.0,72458.0,34,17.16,0.423,1.252,0.73,4,5,0,0,0.506,8.3,7.03,56,faces liquidity crunch amid delayed receivables,-0.364,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.155,1
L102224,Agri,Agri-Borrower,Hospitality,653.0,1656749.0,169,9.51,0.441,0.431,0.148,1,5,0,0,0.229,20.0,6.02,103,reports order book decline for third straight quarter,-0.673,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.5508,1
L102225,Retail-Home,Salaried,Manufacturing,744.0,2119478.0,110,10.04,0.437,0.863,0.594,1,4,0,0,0.069,9.0,-2.06,177,sees promoter stake pledge increase sharply,-0.813,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0738,0
L102226,MSME,Business-Owner,Hospitality,720.0,1461398.0,233,13.25,0.393,1.014,1.035,2,7,0,0,0.433,10.4,-9.63,124,under scrutiny after key client contract termination,-0.414,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0789,0
L102227,Retail-Personal,Salaried,Manufacturing,879.0,377964.0,140,8.8,0.416,1.628,0.7,0,1,1,0,0.59,6.4,-11.71,87,renews existing supplier agreements,0.018,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0203,0
L102228,Retail-Personal,Salaried,Textiles,719.0,92133.0,81,13.65,0.282,1.693,0.911,1,3,0,0,0.67,3.4,-0.56,153,secures fresh equity investment round,0.7,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.0291,0
L102229,MSME,Business-Owner,Trading,651.0,138772.0,32,6.11,0.553,0.356,0.516,1,4,0,0,0.493,8.6,9.03,61,secures fresh equity investment round,0.585,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1678,0
L102230,Retail-Home,Salaried,Agriculture,578.0,149080.0,179,6.0,0.45,0.654,0.602,6,8,0,0,0.089,4.2,-0.65,156,files regular GST returns on schedule,-0.03,PENALTY CHARGE LATE EMI,DELAYED FILING - MISMATCH IN ITC CLAIM,0.1806,0
L102231,MSME,Business-Owner,Real Estate,786.0,420726.0,93,12.44,0.347,0.0,0.442,3,6,0,0,0.464,8.9,0.55,50,renews existing supplier agreements,-0.015,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0846,0
L102232,Retail-Personal,Salaried,Textiles,679.0,2035368.0,147,8.56,0.519,1.778,0.45,1,3,0,0,0.625,1.4,17.75,176,continues routine operations this quarter,-0.056,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.3043,1
L102233,Agri,Agri-Borrower,Textiles,544.0,2026599.0,117,9.8,0.273,1.027,0.677,3,5,0,0,0.595,6.8,17.13,54,upgraded by rating agency on strong fundamentals,0.751,FD RENEWAL,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0435,0
L102234,MSME,Business-Owner,Trading,682.0,258546.0,30,14.13,0.368,1.132,0.316,1,1,1,0,0.496,0.1,-6.74,87,continues routine operations this quarter,0.231,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0859,0
L102235,Corporate,Corporate-Entity,Hospitality,590.0,50000.0,224,13.37,0.484,0.774,0.758,7,9,0,0,0.3,9.0,1.4,172,renews existing supplier agreements,0.044,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.1091,0
L102236,Retail-Personal,Salaried,Construction,642.0,122554.0,39,7.82,0.167,0.898,0.672,2,4,0,1,0.46,1.4,1.26,110,reports order book decline for third straight quarter,-0.526,UTILITY BILL PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.8494,1
L102237,Retail-Home,Salaried,Textiles,681.0,1635503.0,151,13.06,0.683,1.352,0.246,0,3,0,0,0.417,1.0,15.68,60,renews existing supplier agreements,0.038,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0648,0
L102238,Retail-Auto,Self-Employed,Real Estate,599.0,570799.0,44,10.6,0.262,0.482,0.792,4,5,1,0,0.548,4.5,-2.92,23,continues routine operations this quarter,0.051,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.401,1
L102239,MSME,Business-Owner,IT/ITES,636.0,299177.0,226,12.75,0.282,0.448,1.077,1,3,0,0,0.205,9.5,15.91,32,continues routine operations this quarter,0.164,MINIMUM BALANCE PENALTY,DELAYED FILING - MISMATCH IN ITC CLAIM,0.5235,1
L102240,Retail-Home,Salaried,Healthcare,613.0,277090.0,76,11.44,0.353,0.804,0.772,8,10,0,0,0.453,0.0,18.43,146,reports order book decline for third straight quarter,-0.413,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1748,0
L102241,Retail-Personal,Salaried,Trading,615.0,193700.0,131,6.99,0.461,0.904,0.065,6,7,0,0,0.291,0.7,7.98,24,renews existing supplier agreements,-0.013,VENDOR PAYMENT NEFT,FILED ON TIME - NO DISCREPANCY,0.0479,0
L102242,Retail-Auto,Self-Employed,Agriculture,589.0,117695.0,29,9.36,0.475,1.122,1.144,3,6,0,0,0.676,2.5,0.99,34,hit by raw material cost spike and margin pressure,-0.669,SALARY CREDIT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.2321,0
L102243,Retail-Home,Salaried,Textiles,637.0,4322177.0,195,6.0,0.575,0.908,0.0,0,2,0,0,0.746,0.5,-9.37,168,continues routine operations this quarter,-0.073,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.3587,1
L102244,Retail-Auto,Self-Employed,Trading,599.0,2929469.0,63,12.06,0.34,0.562,0.121,7,11,0,0,0.6,0.2,7.13,174,continues routine operations this quarter,-0.114,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.3905,1
L102245,Retail-Personal,Salaried,Construction,733.0,179144.0,33,12.69,0.4,0.748,0.111,1,3,0,0,0.456,11.2,7.48,55,files regular GST returns on schedule,0.079,GST PAYMENT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.0707,0
L102246,Retail-Home,Salaried,Real Estate,698.0,64263.0,76,9.39,0.119,0.971,0.481,2,5,0,0,0.526,6.6,13.41,96,renews existing supplier agreements,0.164,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.1125,0
L102247,MSME,Business-Owner,Hospitality,788.0,532810.0,140,11.15,0.189,1.164,0.064,2,6,0,0,0.178,9.0,-3.57,121,renews existing supplier agreements,0.06,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0451,0
L102248,Retail-Auto,Self-Employed,Real Estate,850.0,376166.0,86,8.58,0.336,1.3,0.0,0,4,0,0,0.418,4.2,-16.04,6,renews existing supplier agreements,-0.3,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.0483,0
L102249,Retail-Home,Salaried,Hospitality,741.0,882891.0,92,15.27,0.404,0.79,0.375,4,6,1,0,0.508,9.9,-0.76,25,secures fresh equity investment round,0.571,EMI AUTO DEBIT SUCCESS,FILED ON TIME - NO DISCREPANCY,0.1316,0
L102250,MSME,Business-Owner,Hospitality,720.0,1132647.0,29,7.64,0.343,0.617,0.366,3,7,0,0,0.349,1.6,10.88,133,reports order book decline for third straight quarter,-0.781,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.252,1
L102251,MSME,Business-Owner,Trading,747.0,122146.0,178,10.57,0.429,0.541,0.472,2,6,0,0,0.429,3.5,6.81,35,files regular GST returns on schedule,-0.168,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.448,0
L102252,Retail-Auto,Self-Employed,Real Estate,722.0,1808919.0,90,7.61,0.341,1.367,0.666,2,7,1,0,0.142,3.3,3.01,38,files regular GST returns on schedule,-0.217,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1667,1
L102253,MSME,Business-Owner,IT/ITES,685.0,299995.0,212,12.2,0.315,0.725,0.914,6,9,0,0,0.289,11.7,3.44,57,files regular GST returns on schedule,-0.121,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1564,0
L102254,Agri,Agri-Borrower,Real Estate,677.0,863458.0,103,14.61,0.71,0.595,0.539,1,6,0,0,0.57,8.9,15.3,78,reports order book decline for third straight quarter,-0.782,CHEQUE RETURN INSUFFICIENT FUNDS,FILED ON TIME - NO DISCREPANCY,0.7204,1
L102255,MSME,Business-Owner,IT/ITES,588.0,331833.0,174,6.0,0.311,0.967,0.658,2,5,2,0,0.672,4.3,-1.89,29,under scrutiny after key client contract termination,-0.429,ECS BOUNCE CHARGES,FILED ON TIME - NO DISCREPANCY,0.5972,0
L102256,Agri,Agri-Borrower,Trading,756.0,1220461.0,83,13.46,0.502,1.546,0.473,2,5,0,0,0.568,10.0,-13.75,77,sees promoter stake pledge increase sharply,-0.547,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.054,0
L102257,Corporate,Corporate-Entity,Textiles,677.0,50000.0,32,16.39,0.154,0.53,0.837,1,6,0,0,0.199,14.5,-8.53,169,files regular GST returns on schedule,0.163,UTILITY BILL PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0397,0
L102258,Retail-Personal,Salaried,Healthcare,810.0,996662.0,157,11.89,0.368,1.137,0.926,0,4,0,0,0.428,0.2,10.11,164,continues routine operations this quarter,0.233,SALARY CREDIT,FILED ON TIME - NO DISCREPANCY,0.0243,0
L102259,Retail-Auto,Self-Employed,Trading,762.0,177174.0,153,9.48,0.249,0.718,0.398,1,3,0,0,0.567,3.7,-28.61,82,upgraded by rating agency on strong fundamentals,0.467,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0446,0
L102260,MSME,Business-Owner,Textiles,624.0,479649.0,235,11.39,0.647,0.944,0.21,0,0,0,0,0.628,3.5,2.34,5,files regular GST returns on schedule,-0.006,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.1076,0
L102261,Agri,Agri-Borrower,IT/ITES,792.0,1739613.0,181,9.86,0.266,1.224,0.399,1,4,0,0,0.349,6.6,19.25,170,secures fresh equity investment round,0.704,GST PAYMENT,FILED ON TIME - NO DISCREPANCY,0.0075,1
L102262,Retail-Auto,Self-Employed,Agriculture,450.0,182871.0,155,17.39,0.345,1.386,0.429,6,8,1,1,0.058,0.2,-2.53,112,renews existing supplier agreements,0.155,VENDOR PAYMENT NEFT,DELAYED FILING - MISMATCH IN ITC CLAIM,0.8938,1
L102263,Retail-Personal,Salaried,Healthcare,854.0,153889.0,18,14.0,0.226,0.688,0.491,1,3,0,0,0.568,12.2,13.88,50,files regular GST returns on schedule,0.08,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.045,0
L102264,MSME,Business-Owner,Trading,560.0,293850.0,200,14.2,0.217,1.2,0.547,2,4,0,0,0.271,7.1,9.11,95,renews existing supplier agreements,-0.048,FD RENEWAL,FILED ON TIME - NO DISCREPANCY,0.1393,0
